model,experiment,year,tas,clim_mean,tas_anom
ACCESS-CM2,ssp585,2095,16.01165296,11.00234909,5.00930387
ACCESS-CM2,ssp585,2096,16.24494445,11.00234909,5.24259536
ACCESS-CM2,ssp585,2097,16.09409759,11.00234909,5.091748503
ACCESS-CM2,ssp585,2098,16.53907206,11.00234909,5.536722968
ACCESS-CM2,ssp585,2099,16.52776125,11.00234909,5.525412159
AWI-CM-1-1-MR,historical,1961,9.512918465,10.41340583,-0.90048737
AWI-CM-1-1-MR,historical,1962,9.897940426,10.41340583,-0.515465409
AWI-CM-1-1-MR,historical,1963,9.738712091,10.41340583,-0.674693743
AWI-CM-1-1-MR,historical,1964,9.917975962,10.41340583,-0.495429872
AWI-CM-1-1-MR,historical,1965,9.595087818,10.41340583,-0.818318017
AWI-CM-1-1-MR,historical,1966,9.731475266,10.41340583,-0.681930569
AWI-CM-1-1-MR,historical,1967,9.821010645,10.41340583,-0.59239519
AWI-CM-1-1-MR,historical,1968,9.843000205,10.41340583,-0.57040563
AWI-CM-1-1-MR,historical,1969,9.800335809,10.41340583,-0.613070026
AWI-CM-1-1-MR,historical,1970,9.946066789,10.41340583,-0.467339046
AWI-CM-1-1-MR,historical,1971,9.760191478,10.41340583,-0.653214357
AWI-CM-1-1-MR,historical,1972,9.888201523,10.41340583,-0.525204312
AWI-CM-1-1-MR,historical,1973,9.936703669,10.41340583,-0.476702165
AWI-CM-1-1-MR,historical,1974,10.00098199,10.41340583,-0.412423849
AWI-CM-1-1-MR,historical,1975,10.04162424,10.41340583,-0.371781592
AWI-CM-1-1-MR,historical,1976,9.838254539,10.41340583,-0.575151296
AWI-CM-1-1-MR,historical,1977,9.806099021,10.41340583,-0.607306813
AWI-CM-1-1-MR,historical,1978,10.16049507,10.41340583,-0.252910762
AWI-CM-1-1-MR,historical,1979,10.06403267,10.41340583,-0.349373167
AWI-CM-1-1-MR,historical,1980,9.951317734,10.41340583,-0.462088101
AWI-CM-1-1-MR,historical,1981,10.24425549,10.41340583,-0.169150348
AWI-CM-1-1-MR,historical,1982,10.08897934,10.41340583,-0.324426496
AWI-CM-1-1-MR,historical,1983,10.23359518,10.41340583,-0.179810658
AWI-CM-1-1-MR,historical,1984,10.11716286,10.41340583,-0.296242971
AWI-CM-1-1-MR,historical,1985,10.37333153,10.41340583,-0.040074305
AWI-CM-1-1-MR,historical,1986,10.35366381,10.41340583,-0.059742023
AWI-CM-1-1-MR,historical,1987,10.13012834,10.41340583,-0.28327749
AWI-CM-1-1-MR,historical,1988,10.29357369,10.41340583,-0.119832146
AWI-CM-1-1-MR,historical,1989,10.27141142,10.41340583,-0.141994414
AWI-CM-1-1-MR,historical,1990,10.37518323,10.41340583,-0.038222609
AWI-CM-1-1-MR,historical,1991,10.11213776,10.41340583,-0.301268079
AWI-CM-1-1-MR,historical,1992,10.32723588,10.41340583,-0.086169957
AWI-CM-1-1-MR,historical,1993,10.38890177,10.41340583,-0.024504061
AWI-CM-1-1-MR,historical,1994,10.06782323,10.41340583,-0.345582606
AWI-CM-1-1-MR,historical,1995,10.15386208,10.41340583,-0.259543757
AWI-CM-1-1-MR,historical,1996,10.06812637,10.41340583,-0.345279465
AWI-CM-1-1-MR,historical,1997,10.29748654,10.41340583,-0.115919292
AWI-CM-1-1-MR,historical,1998,10.43290157,10.41340583,0.019495731
AWI-CM-1-1-MR,historical,1999,10.54406047,10.41340583,0.130654639
AWI-CM-1-1-MR,historical,2000,10.38965013,10.41340583,-0.023755702
AWI-CM-1-1-MR,historical,2001,10.59317376,10.41340583,0.179767922
AWI-CM-1-1-MR,historical,2002,10.24910885,10.41340583,-0.164296986
AWI-CM-1-1-MR,historical,2003,10.22729626,10.41340583,-0.186109572
AWI-CM-1-1-MR,historical,2004,10.44201756,10.41340583,0.028611729
AWI-CM-1-1-MR,historical,2005,10.51175227,10.41340583,0.098346439
AWI-CM-1-1-MR,historical,2006,10.47872218,10.41340583,0.065316347
AWI-CM-1-1-MR,historical,2007,10.25153363,10.41340583,-0.161872203
AWI-CM-1-1-MR,historical,2008,10.50591341,10.41340583,0.092507577
AWI-CM-1-1-MR,historical,2009,10.37705261,10.41340583,-0.036353227
AWI-CM-1-1-MR,historical,2010,10.63093079,10.41340583,0.217524951
AWI-CM-1-1-MR,historical,2011,10.611543,10.41340583,0.198137167
AWI-CM-1-1-MR,historical,2012,10.47174677,10.41340583,0.058340935
AWI-CM-1-1-MR,historical,2013,10.53984945,10.41340583,0.126443612
AWI-CM-1-1-MR,historical,2014,10.49138899,10.41340583,0.077983151
AWI-CM-1-1-MR,ssp126,2015,10.48386749,10.41340583,0.07046166
AWI-CM-1-1-MR,ssp126,2016,10.62386321,10.41340583,0.210457373
AWI-CM-1-1-MR,ssp126,2017,10.40881615,10.41340583,-0.004589689
AWI-CM-1-1-MR,ssp126,2018,10.605446,10.41340583,0.192040162
AWI-CM-1-1-MR,ssp126,2019,10.49918664,10.41340583,0.085780808
AWI-CM-1-1-MR,ssp126,2020,10.48552996,10.41340583,0.072124126
AWI-CM-1-1-MR,ssp126,2021,10.5856882,10.41340583,0.172282365
AWI-CM-1-1-MR,ssp126,2022,10.49215991,10.41340583,0.078754073
AWI-CM-1-1-MR,ssp126,2023,10.56780821,10.41340583,0.154402377
AWI-CM-1-1-MR,ssp126,2024,10.50835792,10.41340583,0.09495209
AWI-CM-1-1-MR,ssp126,2025,10.90572743,10.41340583,0.492321596
AWI-CM-1-1-MR,ssp126,2026,10.69204918,10.41340583,0.278643349
AWI-CM-1-1-MR,ssp126,2027,10.62170764,10.41340583,0.208301805
AWI-CM-1-1-MR,ssp126,2028,10.74920943,10.41340583,0.335803598
AWI-CM-1-1-MR,ssp126,2029,10.72790962,10.41340583,0.314503785
AWI-CM-1-1-MR,ssp126,2030,10.73272978,10.41340583,0.319323942
AWI-CM-1-1-MR,ssp126,2031,10.85080328,10.41340583,0.437397441
AWI-CM-1-1-MR,ssp126,2032,10.88586134,10.41340583,0.472455505
AWI-CM-1-1-MR,ssp126,2033,10.74915742,10.41340583,0.335751585
AWI-CM-1-1-MR,ssp126,2034,10.76157651,10.41340583,0.348170677
AWI-CM-1-1-MR,ssp126,2035,10.81552564,10.41340583,0.402119805
AWI-CM-1-1-MR,ssp126,2036,10.59015845,10.41340583,0.176752611
AWI-CM-1-1-MR,ssp126,2037,10.7024232,10.41340583,0.289017367
AWI-CM-1-1-MR,ssp126,2038,11.06612818,10.41340583,0.652722349
AWI-CM-1-1-MR,ssp126,2039,11.11735654,10.41340583,0.703950705
AWI-CM-1-1-MR,ssp126,2040,10.90793323,10.41340583,0.494527398
AWI-CM-1-1-MR,ssp126,2041,11.02486154,10.41340583,0.611455701
AWI-CM-1-1-MR,ssp126,2042,11.01088186,10.41340583,0.597476027
AWI-CM-1-1-MR,ssp126,2043,11.36085468,10.41340583,0.947448848
AWI-CM-1-1-MR,ssp126,2044,11.14359512,10.41340583,0.730189283
AWI-CM-1-1-MR,ssp126,2045,11.01175316,10.41340583,0.598347326
AWI-CM-1-1-MR,ssp126,2046,10.93029556,10.41340583,0.516889727
AWI-CM-1-1-MR,ssp126,2047,10.870044,10.41340583,0.456638164
AWI-CM-1-1-MR,ssp126,2048,11.10509034,10.41340583,0.691684502
AWI-CM-1-1-MR,ssp126,2049,11.00776975,10.41340583,0.594363919
AWI-CM-1-1-MR,ssp126,2050,10.94571854,10.41340583,0.532312706
AWI-CM-1-1-MR,ssp126,2051,11.05665738,10.41340583,0.643251548
AWI-CM-1-1-MR,ssp126,2052,11.02231751,10.41340583,0.608911677
AWI-CM-1-1-MR,ssp126,2053,11.37241741,10.41340583,0.959011576
AWI-CM-1-1-MR,ssp126,2054,11.29361433,10.41340583,0.880208493
AWI-CM-1-1-MR,ssp126,2055,11.20471798,10.41340583,0.791312149
AWI-CM-1-1-MR,ssp126,2056,11.40112514,10.41340583,0.987719305
AWI-CM-1-1-MR,ssp126,2057,11.25067318,10.41340583,0.837267348
AWI-CM-1-1-MR,ssp126,2058,11.15589202,10.41340583,0.74248619
AWI-CM-1-1-MR,ssp126,2059,11.45987816,10.41340583,1.046472326
AWI-CM-1-1-MR,ssp126,2060,11.35962962,10.41340583,0.946223785
AWI-CM-1-1-MR,ssp126,2061,11.18834802,10.41340583,0.774942184
AWI-CM-1-1-MR,ssp126,2062,11.30783406,10.41340583,0.894428224
AWI-CM-1-1-MR,ssp126,2063,11.24345765,10.41340583,0.830051818
AWI-CM-1-1-MR,ssp126,2064,11.20045302,10.41340583,0.787047184
AWI-CM-1-1-MR,ssp126,2065,11.49538743,10.41340583,1.0819816
AWI-CM-1-1-MR,ssp126,2066,11.63123327,10.41340583,1.217827434
AWI-CM-1-1-MR,ssp126,2067,11.25213231,10.41340583,0.838726471
AWI-CM-1-1-MR,ssp126,2068,11.50537387,10.41340583,1.091968031
AWI-CM-1-1-MR,ssp126,2069,11.37759759,10.41340583,0.964191757
AWI-CM-1-1-MR,ssp126,2070,11.4150768,10.41340583,1.001670962
AWI-CM-1-1-MR,ssp126,2071,11.42030172,10.41340583,1.00689588
AWI-CM-1-1-MR,ssp126,2072,11.40556724,10.41340583,0.992161402
AWI-CM-1-1-MR,ssp126,2073,11.53292587,10.41340583,1.119520032
AWI-CM-1-1-MR,ssp126,2074,11.4452464,10.41340583,1.031840566
AWI-CM-1-1-MR,ssp126,2075,11.59527238,10.41340583,1.181866542
AWI-CM-1-1-MR,ssp126,2076,11.57464613,10.41340583,1.161240292
AWI-CM-1-1-MR,ssp126,2077,11.56985808,10.41340583,1.156452243
AWI-CM-1-1-MR,ssp126,2078,11.50748135,10.41340583,1.094075512
AWI-CM-1-1-MR,ssp126,2079,11.56503357,10.41340583,1.151627734
AWI-CM-1-1-MR,ssp126,2080,11.74275022,10.41340583,1.329344384
AWI-CM-1-1-MR,ssp126,2081,11.73007048,10.41340583,1.316664642
AWI-CM-1-1-MR,ssp126,2082,11.57051093,10.41340583,1.157105093
AWI-CM-1-1-MR,ssp126,2083,11.71759458,10.41340583,1.304188742
AWI-CM-1-1-MR,ssp126,2084,11.8136983,10.41340583,1.400292463
AWI-CM-1-1-MR,ssp126,2085,11.54106035,10.41340583,1.127654517
AWI-CM-1-1-MR,ssp126,2086,11.82444935,10.41340583,1.411043517
AWI-CM-1-1-MR,ssp126,2087,11.69758842,10.41340583,1.284182586
AWI-CM-1-1-MR,ssp126,2088,11.86343225,10.41340583,1.45002642
AWI-CM-1-1-MR,ssp126,2089,11.72122646,10.41340583,1.307820624
AWI-CM-1-1-MR,ssp126,2090,11.61408885,10.41340583,1.200683013
AWI-CM-1-1-MR,ssp126,2091,11.65322675,10.41340583,1.239820916
AWI-CM-1-1-MR,ssp126,2092,11.87215918,10.41340583,1.458753345
AWI-CM-1-1-MR,ssp126,2093,11.91541283,10.41340583,1.502006994
AWI-CM-1-1-MR,ssp126,2094,11.79358528,10.41340583,1.380179442
AWI-CM-1-1-MR,ssp126,2095,11.99659151,10.41340583,1.583185675
AWI-CM-1-1-MR,ssp126,2096,11.73843515,10.41340583,1.325029315
AWI-CM-1-1-MR,ssp126,2097,11.94774512,10.41340583,1.53433929
AWI-CM-1-1-MR,ssp126,2098,11.8282099,10.41340583,1.414804064
AWI-CM-1-1-MR,ssp126,2099,11.91316865,10.41340583,1.499762818
AWI-CM-1-1-MR,ssp245,2015,10.49707683,10.41340583,0.083670992
AWI-CM-1-1-MR,ssp245,2016,10.41434986,10.41340583,0.000944024
AWI-CM-1-1-MR,ssp245,2017,10.49770327,10.41340583,0.084297438
AWI-CM-1-1-MR,ssp245,2018,10.69089555,10.41340583,0.277489717
AWI-CM-1-1-MR,ssp245,2019,10.52724387,10.41340583,0.113838032
AWI-CM-1-1-MR,ssp245,2020,10.72312442,10.41340583,0.309718586
AWI-CM-1-1-MR,ssp245,2021,10.51368702,10.41340583,0.100281186
AWI-CM-1-1-MR,ssp245,2022,10.73927882,10.41340583,0.325872986
AWI-CM-1-1-MR,ssp245,2023,10.87518103,10.41340583,0.461775195
AWI-CM-1-1-MR,ssp245,2024,10.43212593,10.41340583,0.018720097
AWI-CM-1-1-MR,ssp245,2025,10.65966632,10.41340583,0.246260482
AWI-CM-1-1-MR,ssp245,2026,10.85115288,10.41340583,0.437747045
AWI-CM-1-1-MR,ssp245,2027,10.78418925,10.41340583,0.370783419
AWI-CM-1-1-MR,ssp245,2028,10.87978268,10.41340583,0.466376847
AWI-CM-1-1-MR,ssp245,2029,10.78949743,10.41340583,0.376091595
AWI-CM-1-1-MR,ssp245,2030,10.8991369,10.41340583,0.485731069
AWI-CM-1-1-MR,ssp245,2031,10.89687534,10.41340583,0.483469502
AWI-CM-1-1-MR,ssp245,2032,11.08254093,10.41340583,0.669135094
AWI-CM-1-1-MR,ssp245,2033,10.99982806,10.41340583,0.586422224
AWI-CM-1-1-MR,ssp245,2034,11.03674035,10.41340583,0.623334518
AWI-CM-1-1-MR,ssp245,2035,10.97377327,10.41340583,0.560367439
AWI-CM-1-1-MR,ssp245,2036,10.99169624,10.41340583,0.578290404
AWI-CM-1-1-MR,ssp245,2037,11.02535248,10.41340583,0.611946645
AWI-CM-1-1-MR,ssp245,2038,11.1516842,10.41340583,0.738278361
AWI-CM-1-1-MR,ssp245,2039,11.08096228,10.41340583,0.667556442
AWI-CM-1-1-MR,ssp245,2040,11.19342387,10.41340583,0.780018039
AWI-CM-1-1-MR,ssp245,2041,11.43490946,10.41340583,1.021503628
AWI-CM-1-1-MR,ssp245,2042,11.31764681,10.41340583,0.904240973
AWI-CM-1-1-MR,ssp245,2043,11.2012795,10.41340583,0.787873661
AWI-CM-1-1-MR,ssp245,2044,11.41187847,10.41340583,0.998472631
AWI-CM-1-1-MR,ssp245,2045,11.24613423,10.41340583,0.832728392
AWI-CM-1-1-MR,ssp245,2046,11.0779388,10.41340583,0.664532969
AWI-CM-1-1-MR,ssp245,2047,11.22899387,10.41340583,0.815588032
AWI-CM-1-1-MR,ssp245,2048,11.15295967,10.41340583,0.739553835
AWI-CM-1-1-MR,ssp245,2049,11.36280356,10.41340583,0.949397724
AWI-CM-1-1-MR,ssp245,2050,11.43476586,10.41340583,1.021360023
AWI-CM-1-1-MR,ssp245,2051,11.66133861,10.41340583,1.247932772
AWI-CM-1-1-MR,ssp245,2052,11.52704789,10.41340583,1.113642055
AWI-CM-1-1-MR,ssp245,2053,11.48921502,10.41340583,1.075809183
AWI-CM-1-1-MR,ssp245,2054,11.64276623,10.41340583,1.229360392
AWI-CM-1-1-MR,ssp245,2055,11.3056718,10.41340583,0.892265962
AWI-CM-1-1-MR,ssp245,2056,11.62709226,10.41340583,1.213686422
AWI-CM-1-1-MR,ssp245,2057,11.71917281,10.41340583,1.305766975
AWI-CM-1-1-MR,ssp245,2058,11.47712911,10.41340583,1.063723278
AWI-CM-1-1-MR,ssp245,2059,11.81974042,10.41340583,1.406334589
AWI-CM-1-1-MR,ssp245,2060,11.75107998,10.41340583,1.337674149
AWI-CM-1-1-MR,ssp245,2061,11.68863634,10.41340583,1.275230506
AWI-CM-1-1-MR,ssp245,2062,11.84245519,10.41340583,1.429049356
AWI-CM-1-1-MR,ssp245,2063,12.06709499,10.41340583,1.653689151
AWI-CM-1-1-MR,ssp245,2064,11.84456627,10.41340583,1.431160435
AWI-CM-1-1-MR,ssp245,2065,11.88069927,10.41340583,1.467293431
AWI-CM-1-1-MR,ssp245,2066,11.82399996,10.41340583,1.410594129
AWI-CM-1-1-MR,ssp245,2067,11.80539242,10.41340583,1.391986589
AWI-CM-1-1-MR,ssp245,2068,12.03530452,10.41340583,1.621898687
AWI-CM-1-1-MR,ssp245,2069,11.86126464,10.41340583,1.447858806
AWI-CM-1-1-MR,ssp245,2070,12.00095313,10.41340583,1.58754729
AWI-CM-1-1-MR,ssp245,2071,11.96345676,10.41340583,1.550050924
AWI-CM-1-1-MR,ssp245,2072,12.10670371,10.41340583,1.693297873
AWI-CM-1-1-MR,ssp245,2073,12.11775606,10.41340583,1.704350223
AWI-CM-1-1-MR,ssp245,2074,12.23075187,10.41340583,1.81734604
AWI-CM-1-1-MR,ssp245,2075,12.07361559,10.41340583,1.660209755
AWI-CM-1-1-MR,ssp245,2076,12.13104304,10.41340583,1.717637207
AWI-CM-1-1-MR,ssp245,2077,12.07462686,10.41340583,1.661221029
AWI-CM-1-1-MR,ssp245,2078,12.16745379,10.41340583,1.75404796
AWI-CM-1-1-MR,ssp245,2079,12.29477552,10.41340583,1.881369687
AWI-CM-1-1-MR,ssp245,2080,12.36910857,10.41340583,1.955702738
AWI-CM-1-1-MR,ssp245,2081,12.19642058,10.41340583,1.783014741
AWI-CM-1-1-MR,ssp245,2082,12.4402836,10.41340583,2.026877766
AWI-CM-1-1-MR,ssp245,2083,12.52749791,10.41340583,2.114092075
AWI-CM-1-1-MR,ssp245,2084,12.44336403,10.41340583,2.029958197
AWI-CM-1-1-MR,ssp245,2085,12.64793782,10.41340583,2.234531982
AWI-CM-1-1-MR,ssp245,2086,12.35887809,10.41340583,1.945472257
AWI-CM-1-1-MR,ssp245,2087,12.33142471,10.41340583,1.918018873
AWI-CM-1-1-MR,ssp245,2088,12.29642732,10.41340583,1.883021483
AWI-CM-1-1-MR,ssp245,2089,12.71852954,10.41340583,2.305123707
AWI-CM-1-1-MR,ssp245,2090,12.64669858,10.41340583,2.233292744
AWI-CM-1-1-MR,ssp245,2091,12.59071502,10.41340583,2.177309181
AWI-CM-1-1-MR,ssp245,2092,12.66023189,10.41340583,2.246826053
AWI-CM-1-1-MR,ssp245,2093,12.52086744,10.41340583,2.107461608
AWI-CM-1-1-MR,ssp245,2094,12.97874684,10.41340583,2.565341008
AWI-CM-1-1-MR,ssp245,2095,12.73013362,10.41340583,2.316727788
AWI-CM-1-1-MR,ssp245,2096,12.75716493,10.41340583,2.343759098
AWI-CM-1-1-MR,ssp245,2097,12.86058003,10.41340583,2.447174194
AWI-CM-1-1-MR,ssp245,2098,12.86069962,10.41340583,2.447293783
AWI-CM-1-1-MR,ssp245,2099,12.85937507,10.41340583,2.445969234
AWI-CM-1-1-MR,ssp370,2015,10.39653205,10.41340583,-0.016873783
AWI-CM-1-1-MR,ssp370,2016,10.58372947,10.41340583,0.17032364
AWI-CM-1-1-MR,ssp370,2017,10.7888605,10.41340583,0.375454662
AWI-CM-1-1-MR,ssp370,2018,10.76043225,10.41340583,0.347026414
AWI-CM-1-1-MR,ssp370,2019,10.82622852,10.41340583,0.412822689
AWI-CM-1-1-MR,ssp370,2020,10.60986453,10.41340583,0.196458699
AWI-CM-1-1-MR,ssp370,2021,10.58872212,10.41340583,0.175316287
AWI-CM-1-1-MR,ssp370,2022,10.72874456,10.41340583,0.315338721
AWI-CM-1-1-MR,ssp370,2023,10.78699026,10.41340583,0.373584426
AWI-CM-1-1-MR,ssp370,2024,10.94817054,10.41340583,0.534764705
AWI-CM-1-1-MR,ssp370,2025,10.65043609,10.41340583,0.237030253
AWI-CM-1-1-MR,ssp370,2026,11.07384217,10.41340583,0.660436332
AWI-CM-1-1-MR,ssp370,2027,10.90819947,10.41340583,0.494793632
AWI-CM-1-1-MR,ssp370,2028,10.91289897,10.41340583,0.499493137
AWI-CM-1-1-MR,ssp370,2029,10.87973646,10.41340583,0.466330626
AWI-CM-1-1-MR,ssp370,2030,10.83977047,10.41340583,0.426364636
AWI-CM-1-1-MR,ssp370,2031,11.17439803,10.41340583,0.760992193
AWI-CM-1-1-MR,ssp370,2032,11.12178,10.41340583,0.708374164
AWI-CM-1-1-MR,ssp370,2033,10.99565082,10.41340583,0.582244986
AWI-CM-1-1-MR,ssp370,2034,11.03260096,10.41340583,0.619195127
AWI-CM-1-1-MR,ssp370,2035,11.18538054,10.41340583,0.771974702
AWI-CM-1-1-MR,ssp370,2036,11.46372157,10.41340583,1.050315734
AWI-CM-1-1-MR,ssp370,2037,11.27015231,10.41340583,0.856746475
AWI-CM-1-1-MR,ssp370,2038,11.1588904,10.41340583,0.745484568
AWI-CM-1-1-MR,ssp370,2039,11.34784268,10.41340583,0.934436841
AWI-CM-1-1-MR,ssp370,2040,11.3827693,10.41340583,0.969363466
AWI-CM-1-1-MR,ssp370,2041,11.13013402,10.41340583,0.716728183
AWI-CM-1-1-MR,ssp370,2042,11.48560932,10.41340583,1.072203482
AWI-CM-1-1-MR,ssp370,2043,11.50287684,10.41340583,1.089471008
AWI-CM-1-1-MR,ssp370,2044,11.65269804,10.41340583,1.239292201
AWI-CM-1-1-MR,ssp370,2045,11.82969229,10.41340583,1.416286454
AWI-CM-1-1-MR,ssp370,2046,11.78176965,10.41340583,1.368363812
AWI-CM-1-1-MR,ssp370,2047,11.65317949,10.41340583,1.239773651
AWI-CM-1-1-MR,ssp370,2048,11.59162731,10.41340583,1.178221471
AWI-CM-1-1-MR,ssp370,2049,12.07227788,10.41340583,1.658872042
AWI-CM-1-1-MR,ssp370,2050,11.8097452,10.41340583,1.396339363
AWI-CM-1-1-MR,ssp370,2051,11.84357479,10.41340583,1.430168952
AWI-CM-1-1-MR,ssp370,2052,11.87837255,10.41340583,1.464966712
AWI-CM-1-1-MR,ssp370,2053,11.94450201,10.41340583,1.53109618
AWI-CM-1-1-MR,ssp370,2054,11.94297288,10.41340583,1.529567045
AWI-CM-1-1-MR,ssp370,2055,11.93112097,10.41340583,1.517715139
AWI-CM-1-1-MR,ssp370,2056,11.97410163,10.41340583,1.560695793
AWI-CM-1-1-MR,ssp370,2057,12.07565859,10.41340583,1.662252759
AWI-CM-1-1-MR,ssp370,2058,12.0543423,10.41340583,1.640936464
AWI-CM-1-1-MR,ssp370,2059,12.07407606,10.41340583,1.660670229
AWI-CM-1-1-MR,ssp370,2060,12.21255347,10.41340583,1.799147636
AWI-CM-1-1-MR,ssp370,2061,12.20944886,10.41340583,1.796043028
AWI-CM-1-1-MR,ssp370,2062,12.46088957,10.41340583,2.047483738
AWI-CM-1-1-MR,ssp370,2063,12.00275832,10.41340583,1.589352489
AWI-CM-1-1-MR,ssp370,2064,12.49241981,10.41340583,2.079013973
AWI-CM-1-1-MR,ssp370,2065,12.55163349,10.41340583,2.13822766
AWI-CM-1-1-MR,ssp370,2066,12.19406073,10.41340583,1.780654895
AWI-CM-1-1-MR,ssp370,2067,12.44260933,10.41340583,2.029203497
AWI-CM-1-1-MR,ssp370,2068,12.48012323,10.41340583,2.06671739
AWI-CM-1-1-MR,ssp370,2069,12.39685901,10.41340583,1.983453176
AWI-CM-1-1-MR,ssp370,2070,12.5135867,10.41340583,2.100180863
AWI-CM-1-1-MR,ssp370,2071,12.51491988,10.41340583,2.10151405
AWI-CM-1-1-MR,ssp370,2072,12.89982573,10.41340583,2.48641989
AWI-CM-1-1-MR,ssp370,2073,12.84329896,10.41340583,2.42989313
AWI-CM-1-1-MR,ssp370,2074,12.92516845,10.41340583,2.51176262
AWI-CM-1-1-MR,ssp370,2075,12.90084678,10.41340583,2.487440942
AWI-CM-1-1-MR,ssp370,2076,12.7205242,10.41340583,2.307118367
AWI-CM-1-1-MR,ssp370,2077,12.83493227,10.41340583,2.421526434
AWI-CM-1-1-MR,ssp370,2078,12.99856393,10.41340583,2.585158099
AWI-CM-1-1-MR,ssp370,2079,12.83524793,10.41340583,2.4218421
AWI-CM-1-1-MR,ssp370,2080,13.10962737,10.41340583,2.696221534
AWI-CM-1-1-MR,ssp370,2081,13.0374928,10.41340583,2.624086961
AWI-CM-1-1-MR,ssp370,2082,13.06371763,10.41340583,2.650311797
AWI-CM-1-1-MR,ssp370,2083,13.23647561,10.41340583,2.823069776
AWI-CM-1-1-MR,ssp370,2084,13.2470363,10.41340583,2.833630463
AWI-CM-1-1-MR,ssp370,2085,13.19307305,10.41340583,2.779667211
AWI-CM-1-1-MR,ssp370,2086,13.41827285,10.41340583,3.004867013
AWI-CM-1-1-MR,ssp370,2087,13.19228996,10.41340583,2.778884123
AWI-CM-1-1-MR,ssp370,2088,13.43889412,10.41340583,3.025488281
AWI-CM-1-1-MR,ssp370,2089,13.47921828,10.41340583,3.065812445
AWI-CM-1-1-MR,ssp370,2090,13.41406484,10.41340583,3.000659007
AWI-CM-1-1-MR,ssp370,2091,13.53361066,10.41340583,3.120204828
AWI-CM-1-1-MR,ssp370,2092,13.38770536,10.41340583,2.974299522
AWI-CM-1-1-MR,ssp370,2093,13.69218651,10.41340583,3.278780679
AWI-CM-1-1-MR,ssp370,2094,13.6026793,10.41340583,3.189273466
AWI-CM-1-1-MR,ssp370,2095,13.60580508,10.41340583,3.192399246
AWI-CM-1-1-MR,ssp370,2096,13.83817724,10.41340583,3.424771401
AWI-CM-1-1-MR,ssp370,2097,13.67163917,10.41340583,3.258233337
AWI-CM-1-1-MR,ssp370,2098,13.63110934,10.41340583,3.21770351
AWI-CM-1-1-MR,ssp370,2099,13.65739349,10.41340583,3.24398765
AWI-CM-1-1-MR,ssp585,2015,10.56411018,10.41340583,0.150704345
AWI-CM-1-1-MR,ssp585,2016,10.39138889,10.41340583,-0.022016942
AWI-CM-1-1-MR,ssp585,2017,10.80942715,10.41340583,0.39602131
AWI-CM-1-1-MR,ssp585,2018,10.40299174,10.41340583,-0.010414092
AWI-CM-1-1-MR,ssp585,2019,10.91052946,10.41340583,0.49712363
AWI-CM-1-1-MR,ssp585,2020,10.78656823,10.41340583,0.37316239
AWI-CM-1-1-MR,ssp585,2021,10.80409198,10.41340583,0.390686149
AWI-CM-1-1-MR,ssp585,2022,10.8049187,10.41340583,0.391512861
AWI-CM-1-1-MR,ssp585,2023,10.97297675,10.41340583,0.559570914
AWI-CM-1-1-MR,ssp585,2024,10.97549568,10.41340583,0.562089844
AWI-CM-1-1-MR,ssp585,2025,11.1674995,10.41340583,0.754093663
AWI-CM-1-1-MR,ssp585,2026,11.10406202,10.41340583,0.690656183
AWI-CM-1-1-MR,ssp585,2027,11.16380234,10.41340583,0.750396505
AWI-CM-1-1-MR,ssp585,2028,11.15770409,10.41340583,0.744298257
AWI-CM-1-1-MR,ssp585,2029,11.25023551,10.41340583,0.836829676
AWI-CM-1-1-MR,ssp585,2030,11.34989663,10.41340583,0.936490792
AWI-CM-1-1-MR,ssp585,2031,11.16379164,10.41340583,0.750385801
AWI-CM-1-1-MR,ssp585,2032,11.26344102,10.41340583,0.850035186
AWI-CM-1-1-MR,ssp585,2033,11.57078639,10.41340583,1.157380557
AWI-CM-1-1-MR,ssp585,2034,11.55862998,10.41340583,1.145224147
AWI-CM-1-1-MR,ssp585,2035,11.57273956,10.41340583,1.159333722
AWI-CM-1-1-MR,ssp585,2036,11.65388106,10.41340583,1.240475223
AWI-CM-1-1-MR,ssp585,2037,11.75039022,10.41340583,1.336984384
AWI-CM-1-1-MR,ssp585,2038,11.70108068,10.41340583,1.287674847
AWI-CM-1-1-MR,ssp585,2039,11.7297867,10.41340583,1.31638087
AWI-CM-1-1-MR,ssp585,2040,11.90417613,10.41340583,1.490770296
AWI-CM-1-1-MR,ssp585,2041,11.8209214,10.41340583,1.407515561
AWI-CM-1-1-MR,ssp585,2042,12.04512789,10.41340583,1.631722053
AWI-CM-1-1-MR,ssp585,2043,11.84979895,10.41340583,1.436393119
AWI-CM-1-1-MR,ssp585,2044,12.23573909,10.41340583,1.822333256
AWI-CM-1-1-MR,ssp585,2045,12.22724354,10.41340583,1.813837706
AWI-CM-1-1-MR,ssp585,2046,12.25970684,10.41340583,1.846301005
AWI-CM-1-1-MR,ssp585,2047,12.40551762,10.41340583,1.992111784
AWI-CM-1-1-MR,ssp585,2048,12.54622306,10.41340583,2.132817227
AWI-CM-1-1-MR,ssp585,2049,12.52702197,10.41340583,2.11361613
AWI-CM-1-1-MR,ssp585,2050,12.24348408,10.41340583,1.830078243
AWI-CM-1-1-MR,ssp585,2051,12.37009118,10.41340583,1.956685344
